date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:59:37	1446/1446	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2013:45:14%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_nav_left.png	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_nav_left.png	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/jquery.fancybox-1.3.4.css)
22:59:39	1454/1454	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2013:45:14%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_nav_right.png	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_nav_right.png	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/jquery.fancybox-1.3.4.css)
22:59:42	503/503	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2013:45:15%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_title_left.png	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_title_left.png	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/jquery.fancybox-1.3.4.css)
22:59:42	96/96	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2013:45:15%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_title_main.png	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_title_main.png	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/jquery.fancybox-1.3.4.css)
22:59:46	506/506	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2013:45:16%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_title_right.png	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_title_right.png	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/jquery.fancybox-1.3.4.css)
22:59:47	10195/10195	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2013:45:14%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_loading.png	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_loading.png	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/jquery.fancybox-1.3.4.css)
22:59:48	106/106	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2013:45:15%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_shadow_n.png	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_shadow_n.png	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/jquery.fancybox-1.3.4.css)
22:59:50	347/347	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2013:45:15%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_shadow_ne.png	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_shadow_ne.png	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/jquery.fancybox-1.3.4.css)
22:59:51	107/107	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2013:45:14%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_shadow_e.png	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_shadow_e.png	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/jquery.fancybox-1.3.4.css)
22:59:53	352/352	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2013:45:15%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_shadow_se.png	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_shadow_se.png	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/jquery.fancybox-1.3.4.css)
22:59:54	111/111	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2013:45:15%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_shadow_s.png	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_shadow_s.png	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/jquery.fancybox-1.3.4.css)
22:59:56	340/340	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2013:45:15%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_shadow_sw.png	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_shadow_sw.png	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/jquery.fancybox-1.3.4.css)
22:59:57	103/103	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2013:45:15%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_shadow_w.png	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_shadow_w.png	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/jquery.fancybox-1.3.4.css)
22:59:59	324/324	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2013:45:15%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_shadow_nw.png	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_shadow_nw.png	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/jquery.fancybox-1.3.4.css)
23:00:02	2806/2806	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2013:45:14%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/controls.png	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/controls.png	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/kickstart-slideshow.css)
23:00:03	8581/8581	---M--	200	added ('OK')	image/gif	date:Fri,%2022%20May%202020%2013:45:14%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/bx_loader.gif	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/bx_loader.gif	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/kickstart-slideshow.css)
23:00:20	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2022%20May%202020%2013:45:09%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/fonts/font-awesome-4.2.0/fonts/fontawesome-webfont.eot?v=4.2.0	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/fonts/font-awesome-4.2.0/fonts/fontawesome-webfont78ce.eot	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/fonts/font-awesome-4.2.0/css/font-awesome.min.css)
23:00:24	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2022%20May%202020%2013:45:09%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/fonts/font-awesome-4.2.0/fonts/fontawesome-webfont.eot?	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/fonts/font-awesome-4.2.0/fonts/fontawesome-webfontd41d.eot	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/fonts/font-awesome-4.2.0/css/font-awesome.min.css)
23:00:30	65452/65452	---M--	200	added ('OK')	font/woff	date:Fri,%2022%20May%202020%2013:45:10%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/fonts/font-awesome-4.2.0/fonts/fontawesome-webfont.woff?v=4.2.0	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/fonts/font-awesome-4.2.0/fonts/fontawesome-webfont78ce.woff	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/fonts/font-awesome-4.2.0/css/font-awesome.min.css)
23:00:33	287007/287007	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2022%20May%202020%2013:45:09%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/fonts/font-awesome-4.2.0/fonts/fontawesome-webfont.svg?v=4.2.0	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/fonts/font-awesome-4.2.0/fonts/fontawesome-webfont78ce.svg	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/fonts/font-awesome-4.2.0/css/font-awesome.min.css)
23:00:57	112160/112160	---M--	200	added ('OK')	font/ttf	date:Fri,%2022%20May%202020%2013:45:10%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/fonts/font-awesome-4.2.0/fonts/fontawesome-webfont.ttf?v=4.2.0	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/fonts/font-awesome-4.2.0/fonts/fontawesome-webfont78ce.ttf	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/fonts/font-awesome-4.2.0/css/font-awesome.min.css)
23:01:00	1212/1212	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Jul%202018%2014:18:20%20GMT	http://trustedsound.com/SDK/AV-License.ascii	C:/src/legacy/websites/avtext/trustedsound.com/SDK/AV-License-2.html	(from http://trustedsound.com/SDK/AV-License.html)
23:01:04	93858/93858	---M--	200	added ('OK')	application/pdf	date:Tue,%2031%20Jul%202018%2018:31:20%20GMT	http://trustedsound.com/SDK/Part-of-Speech%20for%20Digital-AV.pdf	C:/src/legacy/websites/avtext/trustedsound.com/SDK/Part-of-Speech%20for%20Digital-AV.pdf	(from http://trustedsound.com/SDK/Part-of-Speech.html)
23:01:33	20347237/20347237	---M--	200	added ('OK')	text/html	date:Tue,%2031%20Jul%202018%2018:33:24%20GMT	http://trustedsound.com/SDK/AVX-POS.ascii	C:/src/legacy/websites/avtext/trustedsound.com/SDK/AVX-POS.html	(from http://trustedsound.com/SDK/index.html)
23:01:34	11816/11816	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:23%20GMT	http://trustedsound.com/SDK/clarity.fld/filelist.xml	C:/src/legacy/websites/avtext/trustedsound.com/SDK/clarity.fld/filelist.6d.delayed	(from http://trustedsound.com/SDK/sis.html)
23:01:35	11816/11816	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:23%20GMT	http://trustedsound.com/SDK/clarity.fld/themedata.thmx	C:/src/legacy/websites/avtext/trustedsound.com/SDK/clarity.fld/themedata.thmx	(from http://trustedsound.com/SDK/sis.html)
23:01:35	11816/11816	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:23%20GMT	http://trustedsound.com/SDK/clarity.fld/colorschememapping.xml	C:/src/legacy/websites/avtext/trustedsound.com/SDK/clarity.fld/colorschememapping.xml	(from http://trustedsound.com/SDK/sis.html)
23:01:35	11816/11816	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:23%20GMT	http://trustedsound.com/SDK/clarity.fld/header.html	C:/src/legacy/websites/avtext/trustedsound.com/SDK/clarity.fld/header.html	(from http://trustedsound.com/SDK/sis.html)
23:02:30	1646251/1646251	---M--	200	added ('OK')	application/pdf	date:Mon,%2022%20Feb%202021%2001:39:12%20GMT	http://trustedsound.com/SDK/Digital-AV.pdf	C:/src/legacy/websites/avtext/trustedsound.com/SDK/Digital-AV.pdf	(from http://trustedsound.com/SDK/AV-Documentation.html)
